ID,TARGET
2,0.378204882145
5,0.378204882145
6,0.371745824814
7,0.377202659845
9,0.371745824814
11,0.41447776556
12,0.378503799438
15,0.409815728664
16,0.376469820738
17,0.375657141209
19,0.375388234854
21,0.371745824814
22,0.373479217291
24,0.371745824814
27,0.374540328979
28,0.373427331448
30,0.403539955616
33,0.371745824814
35,0.371745824814
37,0.375837504864
38,0.375388234854
40,0.404372185469
41,0.383765548468
44,0.374400436878
46,0.391340643167
47,0.373479217291
48,0.371745824814
50,0.371745824814
52,0.407350689173
53,0.377202659845
55,0.381002098322
57,0.371745824814
58,0.373586237431
59,0.38081073761
62,0.378127098083
63,0.371745824814
64,0.378127098083
65,0.378127098083
67,0.372348457575
69,0.37867629528
70,0.371745824814
71,0.384760439396
72,0.371745824814
73,0.371745824814
76,0.373196840286
78,0.372992753983
79,0.373474955559
81,0.371745824814
85,0.371745824814
86,0.371745824814
89,0.378204882145
94,0.398525834084
96,0.371745824814
97,0.377565085888
98,0.371745824814
99,0.37825191021
100,0.413413465023
103,0.39022013545
104,0.371745824814
108,0.373377233744
110,0.371745824814
112,0.378349602222
114,0.381951510906
116,0.373377233744
117,0.372518777847
119,0.378688633442
120,0.373331844807
121,0.371745824814
123,0.375925481319
124,0.378204882145
126,0.371745824814
128,0.372348457575
129,0.378905117512
133,0.377600282431
138,0.378204882145
147,0.391464322805
149,0.385290026665
158,0.371745824814
160,0.371745824814
164,0.378827214241
167,0.378183782101
168,0.373762190342
174,0.371745824814
181,0.373377233744
185,0.378204882145
187,0.372191399336
189,0.373377233744
190,0.378905117512
194,0.372992753983
197,0.392578184605
198,0.382180958986
201,0.378827214241
205,0.373331844807
208,0.400715082884
211,0.371745824814
216,0.379376411438
219,0.379712462425
223,0.371878325939
224,0.397520780563
226,0.382180958986
229,0.372348457575
230,0.375837504864
237,0.373474955559
238,0.38081073761
240,0.37867629528
243,0.371745824814
245,0.398607164621
246,0.411334037781
247,0.371745824814
248,0.374355375767
249,0.371745824814
250,0.415888994932
251,0.371745824814
255,0.378905117512
256,0.378349602222
257,0.378905117512
260,0.404040813446
261,0.371745824814
263,0.414072036743
264,0.404266119003
267,0.373409241438
268,0.374105453491
272,0.371745824814
274,0.373377233744
275,0.371745824814
277,0.416447669268
278,0.449629694223
280,0.374196380377
281,0.373479217291
282,0.378827214241
283,0.371745824814
284,0.381644546986
286,0.38081073761
290,0.374761492014
291,0.378204882145
293,0.383129924536
295,0.373529314995
297,0.371745824814
298,0.390020519495
300,0.372992753983
304,0.374827831984
305,0.372992753983
308,0.371745824814
309,0.371745824814
310,0.373434364796
312,0.378204882145
313,0.405425548553
315,0.373196840286
317,0.376721471548
318,0.392146170139
321,0.375856131315
323,0.379664599895
325,0.373377233744
326,0.38081073761
327,0.371745824814
328,0.409476399422
329,0.372348457575
330,0.371745824814
331,0.373377233744
334,0.378748476505
335,0.373293936253
336,0.378827214241
337,0.37363705039
338,0.382116138935
339,0.382180958986
341,0.418684363365
343,0.380391508341
346,0.371745824814
348,0.371745824814
350,0.393331736326
351,0.371745824814
352,0.38081073761
357,0.378827214241
358,0.371745824814
360,0.371745824814
361,0.38081073761
364,0.376676142216
365,0.378827214241
366,0.378127098083
367,0.373167276382
368,0.371745824814
370,0.371745824814
372,0.373409241438
376,0.371745824814
377,0.371745824814
379,0.373692631721
380,0.377202659845
381,0.382898271084
385,0.371745824814
386,0.378204882145
389,0.378204882145
