ID,TARGET
2,0.2135630231
5,0.2178223636
6,0.185905145
7,0.1926480583
9,0.1862556404
11,0.3323248625
12,0.2102222685
15,0.2936953008
16,0.2018465213
17,0.1974834977
19,0.1998959333
21,0.1865600334
22,0.195879898
24,0.1906053582
27,0.1913542612
28,0.2001732113
30,0.2724799141
33,0.1866085394
35,0.1915983777
37,0.1981285894
38,0.1983536594
40,0.3002455533
41,0.2016466772
44,0.1912854626
46,0.2296278831
47,0.1910171499
48,0.1868541561
50,0.1878551496
52,0.2944094837
53,0.1911277077
55,0.1996698342
57,0.1860920232
58,0.1909148954
59,0.1941195801
62,0.203899893
63,0.1905797608
64,0.2013340769
65,0.1946112881
67,0.1954446966
69,0.2188817859
70,0.1865324711
71,0.2001463803
72,0.1870096294
73,0.1859688503
76,0.1885958854
78,0.1878379916
79,0.198655596
81,0.1863018052
85,0.1907941285
86,0.1866599941
89,0.2097185832
94,0.2642999589
96,0.1866577421
97,0.1959089101
98,0.1864802273
99,0.1970070694
100,0.3337532356
103,0.2378612012
104,0.1883082883
108,0.1909952513
110,0.1866461055
112,0.2013733974
114,0.2074037176
116,0.1996699367
117,0.1899843547
119,0.1892547428
120,0.1883917584
121,0.1859437377
123,0.1963255452
124,0.2045113966
126,0.1859998123
128,0.1930260709
129,0.2335370965
133,0.2065174077
138,0.2008708073
147,0.2029084358
149,0.1993227815
158,0.186601927
160,0.188941424
164,0.2052006759
167,0.2176905833
168,0.1963417074
174,0.1892476194
181,0.1991374167
185,0.2057448495
187,0.1870496463
189,0.1932173106
190,0.2222141512
194,0.1897952689
197,0.2109791907
198,0.1982521378
201,0.2107235771
205,0.1909471927
208,0.2650056668
211,0.1912767515
216,0.2045433633
219,0.218760049
223,0.188306486
224,0.2494293824
226,0.194847283
229,0.1924970956
230,0.1946113789
237,0.1980171325
238,0.1982188569
240,0.2314315028
243,0.1865624511
245,0.2656876743
246,0.3249878585
247,0.187724405
248,0.1912350892
249,0.1866171492
250,0.3587601334
251,0.1859739883
255,0.244507283
256,0.198386617
257,0.2303945273
260,0.2871872559
261,0.1868734225
263,0.3148734272
264,0.2861089408
267,0.1896228329
268,0.1948553948
272,0.1886649085
274,0.1900313287
275,0.1873217891
277,0.362091139
278,0.3833390921
280,0.1898738886
281,0.19852426
282,0.2426500879
283,0.1900885398
284,0.2195978034
286,0.1959473277
290,0.1955844313
291,0.2043041633
293,0.2036025338
295,0.2277910635
297,0.1860010139
298,0.2323112972
300,0.1879253954
304,0.1884561642
305,0.1890674783
308,0.1870157939
309,0.189071544
310,0.1883810859
312,0.2048393618
313,0.2831418738
315,0.1906816601
317,0.200001617
318,0.2039021775
321,0.1947372337
323,0.2357406095
325,0.1912283846
326,0.1941833543
327,0.1951053357
328,0.230989404
329,0.1965527516
330,0.186755584
331,0.1915407619
334,0.2116596885
335,0.1904015553
336,0.2208845299
337,0.1889483738
338,0.2085042093
339,0.1948864418
341,0.3023039699
343,0.1958234322
346,0.1863362824
348,0.1867261934
350,0.2884846181
351,0.1866264346
352,0.1962581147
357,0.2149905376
358,0.1905708108
360,0.1879731982
361,0.1941282516
364,0.1985668205
365,0.2069591302
366,0.1967147999
367,0.1876021901
368,0.1874305971
370,0.1867350223
372,0.1877958223
376,0.1858942826
377,0.1866055047
379,0.1952038426
380,0.1928198347
381,0.2420559525
385,0.1910156142
386,0.2074731551
389,0.2184044663
391,0.2181330826
392,0.1871115746
393,0.1904118657
395,0.1975799901
396,0.1897550877
397,0.1859392755
398,0.1981803356
399,0.213998735
400,0.1910013277
401,0.1916507338
403,0.1897336235
405,0.2025137404
406,0.1984248487
409,0.1910351722
411,0.1932739471
413,0.1864880864
418,0.1882300104
419,0.191625617
422,0.1962581147
424,0.3288003653
425,0.2009146772
427,0.1866577421
430,0.185990318
431,0.1949332203
434,0.1952978042
435,0.2040537214
437,0.2294871174
438,0.1859238764
439,0.2546473332
442,0.1903988901
446,0.1932957284
450,0.2114237063
451,0.1922276272
452,0.1919080978
454,0.1859405237
455,0.1882776555
463,0.1942737428
464,0.1903367243
465,0.1869499476
467,0.2791737542
468,0.2051117457
470,0.1932963994
472,0.3276471794
473,0.1966080023
475,0.18831375
476,0.1869455613
479,0.1957140742
481,0.1882611051
483,0.2059192266
484,0.1915891948
486,0.207286438
487,0.1863143657
491,0.1986076729
494,0.1900002621
495,0.1860308265
497,0.1977989478
498,0.1890534868
499,0.1908290037
503,0.2030063821
504,0.1982370056
505,0.1876321435
506,0.1897622996
507,0.1985723274
508,0.2387294509
509,0.2031628806
510,0.1890634412
511,0.197787331
512,0.1990794828
516,0.1861799168
518,0.2079645246
519,0.1892663499
520,0.1893033076
521,0.186823564
522,0.1876779911
524,0.2435957678
525,0.1893184455
526,0.1863049698
528,0.1950485804
529,0.1990201734
531,0.2349398322
532,0.3334850892
534,0.2535557896
536,0.2163718753
539,0.2364419252
540,0.1969472049
541,0.1863798872
542,0.2526919581
545,0.1936114612
546,0.1865702814
552,0.1952936449
556,0.1860009126
557,0.186430519
559,0.1928197853
562,0.1944434447
563,0.1923392545
565,0.2080203332
569,0.186170698
570,0.2345883735
574,0.1970766028
575,0.1889561978
585,0.1900023394
589,0.1910281479
590,0.1961304783
592,0.1921521975
593,0.2017778661
594,0.1904523387
595,0.1904136157
597,0.187611372
601,0.1863905101
603,0.1925681047
604,0.1858875151
605,0.2037412589
607,0.1866756774
608,0.1940355049
610,0.1990046063
612,0.2102305833
613,0.2175737061
615,0.1866302167
616,0.3277148828
617,0.2033543941
619,0.1941586556
620,0.2763741687
621,0.1874243624
624,0.2024279153
625,0.1891710858
628,0.1869580244
629,0.3090319708
630,0.2055169567
632,0.214471899
634,0.1859459284
637,0.1939844782
638,0.1973764235
642,0.1977985976
643,0.1888203558
644,0.2313085347
646,0.1859906219
655,0.2018716652
660,0.197153138
664,0.1977790296
665,0.2238271534
666,0.186525962
670,0.2456131615
671,0.3412315696
672,0.1895688225
675,0.1862770342
676,0.2127658129
677,0.208918022
678,0.187958775
680,0.1868555645
683,0.2814521864
684,0.1943466109
685,0.2091570254
691,0.2385442965
693,0.1860170605
696,0.1858862083
698,0.1875175592
699,0.1951889279
700,0.1945308698
703,0.1902408113
704,0.1978582097
705,0.1880748351
707,0.3074602187
709,0.2484585159
711,0.3145910949
713,0.1941833543
716,0.1863067362
719,0.1868872162
721,0.1898078858
722,0.188795048
723,0.1937590255
724,0.187068884
727,0.1860872697
728,0.1930439626
729,0.1863633181
733,0.1918671089
736,0.1916068057
739,0.2091857176
742,0.333771944
743,0.1935495241
744,0.1882693825
745,0.332912609
747,0.1918771183
749,0.1975240214
750,0.199024695
751,0.2025426421
752,0.1870814258
755,0.1874207745
756,0.185948053
762,0.202960684
763,0.2155154198
764,0.1980336038
765,0.1969768694
766,0.1885446776
769,0.1982353339
770,0.3152249306
773,0.188082983
774,0.2124931719
776,0.1944167269
777,0.1940727737
778,0.1890527641
779,0.1916790805
780,0.1862577175
781,0.1975886896
786,0.2155981176
788,0.1871083035
794,0.1997479275
796,0.3051515222
801,0.2553740777
802,0.1999721872
803,0.1889877352
804,0.1865903192
805,0.187560396
809,0.2048890069
810,0.236980103
817,0.1929112696
819,0.1936540836
821,0.1893249918
824,0.3080382943
825,0.1882545804
826,0.2934042588
830,0.1885155959
831,0.2014718773
832,0.1893332913
833,0.1916588373
837,0.1982364077
839,0.1858907911
840,0.1865157591
841,0.2096365225
842,0.1866621037
843,0.1865192718
844,0.2346090935
845,0.1930588353
848,0.199136165
853,0.1951921401
854,0.185895524
855,0.1866271518
856,0.1964016352
861,0.1891750756
865,0.2029084358
866,0.1860145839
867,0.1893784958
870,0.1869826944
871,0.2186735161
872,0.191695299
873,0.1947763041
874,0.2145508248
875,0.1884569973
876,0.1871437548
879,0.1952041946
880,0.1866878327
883,0.1953211389
884,0.1893162567
886,0.1952683004
890,0.1867959487
892,0.2008119207
893,0.2158818562
894,0.2044317052
895,0.2010125285
896,0.2033565426
897,0.1866404266
899,0.2855664492
900,0.1889300279
901,0.188443138
902,0.3300434947
905,0.1905905646
912,0.218559986
914,0.3253026828
915,0.2183101904
917,0.2471955232
918,0.1869124522
919,0.1913574818
921,0.1877319588
922,0.1938580261
923,0.1863622682
926,0.1860193016
929,0.1888178822
930,0.1892622337
931,0.2208117861
937,0.1866723828
938,0.1932418169
939,0.203499645
941,0.2058142833
946,0.1886190148
947,0.2008959986
950,0.1867670628
951,0.1865679983
952,0.1942148507
953,0.1952807205
954,0.1858868014
955,0.1904346854
956,0.3069655299
957,0.2109978646
960,0.2072155513
963,0.3666218817
966,0.195308648
969,0.2010233263
971,0.1908302531
972,0.1868386258
975,0.1906145005
980,0.191480828
982,0.2580176592
983,0.1864919377
